CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
1070,TREVOR.CORTEZ@EMAIL2.COM,35,F,M,Scientist,College,35654,4,9,1.285714,0,0,1,0.142857,2,0.285714,47,6.714286,4871,695.857143,1299,185.571429,0,0,1299,185.571429,104,14.857143,7,8.41E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
1071,TREVOR.MILLER@EMAIL2.COM,26,F,S,Nursing,Post College,36009,1,6,0.857143,0,0,4,0.571429,3,0.428571,56,8,4149,592.714286,2826,403.714286,0,0,2826,403.714286,115,16.428571,7,3.14E+21,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
1072,TREVOR.MOSS@EMAIL3.COM,27,F,U,Engineer,College,46522,3,1,0.25,3,0.75,3,0.75,0,0,15,3.75,239,59.75,2747,686.75,2747,686.75,2747,686.75,34,8.5,4,3.14E+21,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
1073,TREVORJACKSON@EMAIL1.COM,27,F,U,Accountant,College,65843,2,18,0.818182,0,0,6,0.272727,4,0.181818,116,5.272727,11997,545.318182,3814,173.363636,0,0,3814,173.363636,235,10.681818,22,3.14E+21,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
1074,WILLIAM.BAUER@EMAIL2.COM,31,M,S,Financial analyst,College,59060,1,38,6.333333,9,1.5,16,2.666667,7,1.166667,371,61.833333,14790,2465,6037,1006.166667,3103,517.166667,6037,1006.166667,755,125.833333,6,3.14E+21,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
1075,ADRIAN.BAUER@EMAIL3.COM,28,M,S,Not employed,High School,34304,1,6,0.5,0,0,0,0,0,0,48,4,4374,364.5,0,0,0,0,0,0,106,8.833333,12,3.40E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
1076,ADRIAN.BRINK@EMAIL3.COM,33,M,S,Engineer,College,51627,1,12,1.090909,0,0,7,0.636364,4,0.363636,96,8.727273,6963,633,4218,383.454545,0,0,4218,383.454545,209,19,11,3.40E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
1077,ADRIAN.HOUSE@EMAIL3.COM,48,M,M,Financial analyst,Post College,67108,3,4,0.666667,0,0,2,0.333333,2,0.333333,33,5.5,3396,566,1198,199.666667,0,0,1198,199.666667,65,10.833333,6,3.40E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
1078,ADRIAN.JACKSON@EMAIL1.COM,25,F,S,Engineer,College,26973,1,7,1.4,0,0,5,1,0,0,42,8.4,3383,676.6,2575,515,0,0,2575,515,101,20.2,5,7.36E+21,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
1079,ADRIAN.READY@EMAIL3.COM,58,F,M,Nursing,College,68361,3,2,0.666667,3,1,3,1,1,0.333333,10,3.333333,598,199.333333,1797,599,1797,599,1797,599,29,9.666667,3,7.36E+21,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1080,ALAN.HILLORY@EMAIL3.COM,45,F,S,Self Employed,College,36349,1,1,0.25,0,0,0,0,0,0,11,2.75,499,124.75,0,0,0,0,0,0,22,5.5,4,7.36E+21,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1081,ALAN.ROBERTS@EMAIL3.COM,50,M,M,Self Employed,College,86811,3,2,0.666667,0,0,0,0,2,0.666667,17,5.666667,1298,432.666667,0,0,0,0,0,0,31,10.333333,3,7.36E+21,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1082,ANASTASIA.MOSS@EMAIL1.COM,25,F,U,Not employed,Post College,68577,3,0,0,3,1.5,3,1.5,0,0,5,2.5,0,0,777,388.5,777,388.5,777,388.5,11,5.5,2,7.36E+21,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1083,ANASTASIA.WEBB@EMAIL1.COM,41,F,M,Private Sector,High School,32096,3,0,0,2,1,2,1,0,0,6,3,0,0,748,374,748,374,748,374,10,5,2,7.36E+21,Repeat Buyer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1084,BILLY.CORTEZ@EMAIL3.COM,45,F,S,Doctor,Post College,80334,1,13,1,0,0,3,0.230769,2,0.153846,66,5.076923,4627,355.923077,807,62.076923,0,0,807,62.076923,135,10.384615,13,7.36E+21,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
1085,BILLY.WILSON@EMAIL3.COM,31,M,S,Not employed,Post College,80187,1,6,1.5,1,0.25,4,1,3,0.75,32,8,4454,1113.5,3376,844,299,74.75,3376,844,75,18.75,4,7.36E+21,Buyer,LOW VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
1086,BRANDON.POLO@EMAIL3.COM,27,M,S,Self Employed,College,49788,1,2,1,3,1.5,3,1.5,0,0,20,10,998,499,1297,648.5,1297,648.5,1297,648.5,36,18,2,7.36E+21,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
1087,CHARLIE.BODZ@EMAIL3.COM,47,F,S,Pharmacist,College,51654,1,8,0.615385,0,0,0,0,7,0.538462,66,5.076923,4034,310.307692,0,0,0,0,0,0,140,10.769231,13,8.70E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
1088,CHARLIE.CORTEZ@EMAIL2.COM,40,M,M,Engineer,College,54458,4,8,0.470588,0,0,0,0,5,0.294118,57,3.352941,5982,351.882353,0,0,0,0,0,0,125,7.352941,17,8.70E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
1089,CHARLIE.KLOVES@EMAIL2.COM,26,F,U,Engineer,College,65020,2,3,0.5,0,0,0,0,2,0.333333,21,3.5,2797,466.166667,0,0,0,0,0,0,42,7,6,8.70E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
1090,CHARLIE.MILLER@EMAIL2.COM,27,M,U,Engineer,College,47771,2,2,0.333333,0,0,1,0.166667,1,0.166667,14,2.333333,478,79.666667,179,29.833333,0,0,179,29.833333,25,4.166667,6,8.02E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
1091,CHARLIE.PITT@EMAIL3.COM,28,M,S,Not employed,College,38912,1,8,1,0,0,3,0.375,2,0.25,42,5.25,5192,649,2097,262.125,0,0,2097,262.125,90,11.25,8,8.02E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
1092,CHARLIE.TOWB@EMAIL3.COM,32,M,S,Private Sector,High School,36647,1,13,1,3,0.230769,6,0.461538,6,0.461538,100,7.692308,6627,509.769231,4344,334.153846,2597,199.769231,4344,334.153846,217,16.692308,13,5.04E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
1093,CHARLIE.WEBB@EMAIL3.COM,43,F,S,Engineer,College,79354,1,6,0.857143,0,0,1,0.142857,4,0.571429,38,5.428571,2694,384.857143,599,85.571429,0,0,599,85.571429,76,10.857143,7,5.04E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
1094,CHARLIEJACKSON@EMAIL1.COM,43,F,S,Private Sector,High School,36634,1,18,6,1,0.333333,1,0.333333,1,0.333333,62,20.666667,19082,6360.666667,1099,366.333333,1099,366.333333,1099,366.333333,119,39.666667,3,3.62E+22,Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
1095,CHRIS.DENNER@EMAIL3.COM,48,F,M,Self Employed,College,70841,6,1,0.2,0,0,0,0,0,0,20,4,779,155.8,0,0,0,0,0,0,45,9,5,3.62E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
1096,CRAIG.DENNER@EMAIL3.COM,31,M,S,Private Sector,High School,27968,1,5,0.5,0,0,0,0,1,0.1,40,4,2175,217.5,0,0,0,0,0,0,84,8.4,10,3.62E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
1097,CRAIG.KLOVES@EMAIL3.COM,29,M,U,Engineer,College,25906,2,4,1,3,0.75,3,0.75,2,0.5,17,4.25,2346,586.5,1427,356.75,1427,356.75,1427,356.75,37,9.25,4,2.13E+22,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
1098,CRAIG.WILSON@EMAIL3.COM,28,F,S,Professor,Post College,38100,1,4,1,2,0.5,2,0.5,0,0,28,7,2746,686.5,1178,294.5,1178,294.5,1178,294.5,53,13.25,4,2.13E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
1099,DUSTIN.HILLORY@EMAIL1.COM,25,F,U,Self Employed,Post College,50305,2,4,2,5,2.5,5,2.5,0,0,30,15,1496,748,1995,997.5,1995,997.5,1995,997.5,62,31,2,2.13E+22,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
1100,DUSTIN.HOFFMAN@EMAIL1.COM,30,F,U,Not employed,College,49228,2,5,1,0,0,1,0.2,0,0,38,7.6,3725,745,499,99.8,0,0,499,99.8,81,16.2,5,2.13E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
1101,DUSTIN.HOUSE@EMAIL3.COM,29,F,U,Not employed,High School,35087,3,5,1.25,3,0.75,3,0.75,0,0,18,4.5,1995,498.75,2147,536.75,2147,536.75,2147,536.75,41,10.25,4,2.13E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
1102,EMMA.HOFFMAN@EMAIL3.COM,33,M,S,Engineer,Post College,89016,1,6,1,0,0,0,0,3,0.5,41,6.833333,3274,545.666667,0,0,0,0,0,0,77,12.833333,6,2.13E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
1103,GEORGE.BAUER@EMAIL3.COM,28,F,U,Engineer,College,48220,2,9,1,0,0,1,0.111111,2,0.222222,38,4.222222,6561,729,1299,144.333333,0,0,1299,144.333333,85,9.444444,9,2.13E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1104,GEORGE.BRINK@EMAIL3.COM,43,M,M,Doctor,Post College,66366,4,2,0.666667,5,1.666667,5,1.666667,1,0.333333,10,3.333333,690,230,2365,788.333333,2365,788.333333,2365,788.333333,25,8.333333,3,2.13E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1105,GEORGE.HILLORY@EMAIL1.COM,45,F,M,Nursing,College,75164,3,1,0.333333,1,0.333333,1,0.333333,0,0,13,4.333333,1299,433,539,179.666667,539,179.666667,539,179.666667,28,9.333333,3,2.13E+22,Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1106,GEORGE.HILLORY@EMAIL2.COM,45,F,M,Engineer,College,71635,3,5,1.666667,0,0,2,0.666667,0,0,29,9.666667,2474,824.666667,1198,399.333333,0,0,1198,399.333333,58,19.333333,3,5.20E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1107,GEORGE.HOUSE@EMAIL3.COM,51,F,M,Self Employed,Post College,66730,5,9,1.5,0,0,3,0.5,0,0,45,7.5,4893,815.5,1377,229.5,0,0,1377,229.5,95,15.833333,6,7.63E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1108,GEORGE.JACKSON@EMAIL2.COM,35,F,M,Self Employed,College,44617,5,2,0.333333,3,0.5,3,0.5,0,0,16,2.666667,898,149.666667,1377,229.5,1377,229.5,1377,229.5,36,6,6,1.13E+22,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
1109,GEORGE.ROBERTS@EMAIL1.COM,28,F,S,Doctor,College,24849,1,2,1,6,3,6,3,0,0,25,12.5,1128,564,3224,1612,3224,1612,3224,1612,61,30.5,2,1.13E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
1110,GEORGE.STILLER@EMAIL2.COM,31,F,U,Not employed,College,42711,3,0,0,0,0,0,0,1,0.5,5,2.5,0,0,0,0,0,0,0,0,6,3,2,4.34E+22,Visitor,LOW VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
1111,GREG.JACKSON@EMAIL3.COM,28,F,S,Doctor,College,23236,1,4,0.666667,0,0,0,0,2,0.333333,33,5.5,1396,232.666667,0,0,0,0,0,0,62,10.333333,6,4.34E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
1112,GREGORY.BIRD@EMAIL3.COM,33,F,U,Private Sector,High School,34035,3,0,0,0,0,0,0,3,1,16,5.333333,0,0,0,0,0,0,0,0,27,9,3,4.18E+22,Visitor,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
1113,GREGORY.BODZ@EMAIL3.COM,31,M,U,Self Employed,College,51271,3,6,1.2,0,0,1,0.2,0,0,39,7.8,3144,628.8,499,99.8,0,0,499,99.8,72,14.4,5,4.18E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
1114,GREGORY.CORTEZ@EMAIL1.COM,30,F,U,Financial analyst,College,22715,3,22,0.814815,0,0,5,0.185185,5,0.185185,162,6,13148,486.962963,1645,60.925926,0,0,1645,60.925926,325,12.037037,27,4.18E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
1115,GREGORY.LARTER@EMAIL1.COM,32,M,M,Engineer,College,52216,4,10,1.428571,0,0,0,0,2,0.285714,35,5,6590,941.428571,0,0,0,0,0,0,71,10.142857,7,4.18E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
1116,GREGORY.MILLER@EMAIL1.COM,24,M,U,Professor,College,20396,3,3,0.75,0,0,1,0.25,1,0.25,24,6,897,224.25,249,62.25,0,0,249,62.25,50,12.5,4,4.18E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
1117,GREGORY.MOSS@EMAIL3.COM,30,M,U,Private Sector,High School,13988,3,4,0.4,0,0,2,0.2,2,0.2,49,4.9,1796,179.6,898,89.8,0,0,898,89.8,91,9.1,10,4.18E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
1118,GREGORY.PITT@EMAIL3.COM,33,M,U,Financial analyst,College,66786,3,2,0.5,0,0,0,0,0,0,18,4.5,1478,369.5,0,0,0,0,0,0,40,10,4,4.18E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
1119,GREGORYJACKSON@EMAIL1.COM,33,M,S,Not employed,High School,14990,1,19,0.678571,0,0,0,0,12,0.428571,118,4.214286,11616,414.857143,0,0,0,0,0,0,251,8.964286,28,8.30E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
1120,HELENA.HOUSE@EMAIL3.COM,40,F,U,Doctor,Post College,97072,3,7,0.7,0,0,2,0.2,2,0.2,50,5,4643,464.3,998,99.8,0,0,998,99.8,103,10.3,10,6.65E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
1121,HELENA.JACKSON@EMAIL1.COM,34,M,S,Engineer,College,70142,1,2,0.4,3,0.6,3,0.6,0,0,23,4.6,898,179.6,877,175.4,877,175.4,877,175.4,49,9.8,5,3.69E+22,Repeat Buyer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
1122,HELENA.JACKSON@EMAIL2.COM,51,M,M,Private Sector,High School,46305,3,1,0.5,0,0,0,0,0,0,3,1.5,1299,649.5,0,0,0,0,0,0,6,3,2,2.77E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
1123,HELENA.STILLER@EMAIL2.COM,42,M,M,Doctor,College,69566,5,0,0,0,0,0,0,1,0.5,5,2.5,0,0,0,0,0,0,0,0,6,3,2,2.77E+22,Visitor,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
1124,JASON.ANDERSON@EMAIL2.COM,27,M,S,Professor,Post College,47085,1,97,0.243719,0,0,0,0,46,0.115578,1142,2.869347,41874,105.211055,0,0,0,0,0,0,2211,5.555276,398,2.77E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
1125,JESSICA.MONK@EMAIL3.COM,47,F,M,Scientist,College,37001,3,0,0,1,0.333333,1,0.333333,0,0,4,1.333333,0,0,299,99.666667,299,99.666667,299,99.666667,6,2,3,2.77E+22,Buyer,LOW VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
1126,JOHN.BARNFIELD@EMAIL1.COM,31,M,U,Engineer,College,56616,3,7,0.875,0,0,1,0.125,3,0.375,45,5.625,4913,614.125,1299,162.375,0,0,1299,162.375,100,12.5,8,5.07E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
1127,JOHN.JACKSON@EMAIL3.COM,29,M,S,Accountant,Post College,40119,1,5,0.714286,0,0,0,0,0,0,27,3.857143,2860,408.571429,0,0,0,0,0,0,52,7.428571,7,5.07E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1128,KEITH.CORTEZ@EMAIL3.COM,49,F,M,Unemployed,High School,29044,4,9,0.6,0,0,1,0.066667,2,0.133333,68,4.533333,5500,366.666667,299,19.933333,0,0,299,19.933333,133,8.866667,15,5.07E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1129,LINDSEY.BODZ@EMAIL3.COM,27,M,U,Engineer,College,58451,2,1,0.333333,0,0,0,0,2,0.666667,9,3,599,199.666667,0,0,0,0,0,0,18,6,3,3.10E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1130,MARK.JACKSON@EMAIL3.COM,29,F,S,Engineer,College,50443,1,2,0.5,0,0,0,0,1,0.25,9,2.25,2498,624.5,0,0,0,0,0,0,16,4,4,3.10E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1131,MICHAEL.BIRD@EMAIL3.COM,38,F,M,Pharmacist,College,38394,4,11,0.916667,0,0,3,0.25,2,0.166667,62,5.166667,7279,606.583333,927,77.25,0,0,927,77.25,137,11.416667,12,6.91E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1132,MICHAEL.BODZ@EMAIL3.COM,29,M,U,Private Sector,High School,16122,3,11,0.733333,0,0,0,0,4,0.266667,60,4,6045,403,0,0,0,0,0,0,124,8.266667,15,6.91E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
